MA/MUM/PUNA01,Punamiya Hospital,,"1St Floor, Inder Tower, Gokhale Road (South),",Mumbai,15-Feb-23,
MA/NAS/RAMA01,Ramalayam Hospital,,"Dr. Gonakar Building, Panchawati Karanja",Nashik,15-Feb-23,
MA/PUN/RAO,Rao Nursing Home,,"Survey No 691A-1A-1, Cts No. 1897B, Pune",Pune,15-Feb-23,
MA/NAS/APOL1908,Apollo Hospitals Enterprise Limited,,"Plot No. 1, Swaminarayan Nagar, Off Mumbai-",Nashik,15-Feb-23,
MA/REW/SARA01,Saraswati Hospital,,"326/0/1 Bai Ka Bag , In-Front Of Ashok Bajpai",Allahabad,15-Feb-23,
DE/DEL/PGH,Pgh Hospital Pvt Ltd,,"Plot No.-89-A, Vikas Nagar Extn. Phase-2, Block-",New Delhi,15-Feb-23,
DE/WES/TARA02,Tarak Hospitals India Pvt Ltd,,C-7 Jai Bharat Enclave,New Delhi,15-Feb-23,
MA/SOL/KADA03,Kadam Multispeciality Hospital,,Near Old Bus Stand Akluj Tal-Malshiras Dist-,Akluj,15-Feb-23,
HA/REW/SAMR01,Samrat Hospital,,"Near Azad Chowk, Circular Road",Rewari,15-Feb-23,
PU/SAH/NEW 01,New Life Line Hospital,,Ambala Chandigarh Nh 22 Near Sales Tax,Zirakpur,3-Mar-23,
HA/KAI/ASHA01,Asha Multispeciality Hospital,,"Near Bus Stand, Kangthali, Kaithal",Kangthali,27-Mar-23,
HA/KAI/HOLY01,Holy,Angel Hospital And Eye Care,Cheeka Road Siwan,kaithal,27-Mar-23,
HA/KAI/RADH01,Radha Krishan Nursing Home,,"Ice factory Road, cheeka, Kaithal",Cheeka,27-Mar-23,
UT/AUR/KRIS02,Krishna Medical Center,,"Dibiyapur, Distt. Auraiya, U.P",Auraiya,27-Mar-23,
HA/KAR/SHMO01,Sh. Moolchand Kidney Hospital &,,"1075-76-77, Sector -13, Urban Estate",Karnal,27-Mar-23,
DE/SOU/NIRA01,Niramay Hospital,,"RZ-23 Indra Park, Tilak Pul, Pankha Road,",New Delhi,27-Mar-23,
GU/VAD/RHYT1711,Rhythm Heart Institute,,Near Siddharth Bunglows Beside Urmi School,Vadodara,19-Apr-23,
UT/GHA/NEW,New Life Hospital,,"Near Petrol Pump, Ntpc Road,Piplehda District -",Hapur,17-May-23,
BI/PAT/NIDA01,Nidan Hospital,,Harnichak More,Patna,17-May-23,
HA/FAR/S R 01,S R Hospital,,"Plot No 3 Apnaghar Society, Sohna Rd, Sector",Faridabad,17-May-23,
UT/ALI/SAFE01,Safe Health Hospital & Jachcha,,"Palwal Aligarh Road,Near Radhika Vihar,Jattari",Aligarh,17-May-23,
UT/LUC/PRID01,Pride Hospital & Trauma Center,,"3/130, Vishesh Khand, Gomt Inagar, Lucknow",Lucknow,17-May-23,
UT/GAU/AARO01,Aarogyadhara Hospital,,"Mdr 70W, Near Sub Registrar Office, Jewar,",Gautam Buddha,17-May-23,
UT/KAN/JK C01,Jk Care Hospital,,"Gc-66, Behind C.N.G. Petrol Pump, Awas Vikas,",Kanpur,17-May-23,
UT/LUC/RELI01,Relief Hospital,,"Ahibaranpur, Sitapur Road",Lucknow,17-May-23,
HA/FAR/SUN,Sun Shine Hospital,,"Sector 64, Sahupura Road, Uncha Gaon,",Faridabad,17-May-23,
UT/AGR/DR C01,Dr Chahar Multi Speciality Hospital,,"56/10J /6A6B West Arjun Nagar, Near Kheria",Agra,17-May-23,
BI/PAT/PRAY02,Prayas Hospital,,"Near Chandan Automobile, Main Road,",Patna,17-May-23,
UT/LUC/KDM 01,Kdm Hospital,,"F1/86, Sector - 12 ,Alamnagar Mohan Rd, Block",Lucknow,17-May-23,
UT/MEE/NEW,New Life Hospital,,Baghpat Road Jani Khurd Meerut,Meerut,17-May-23,
Hospital Code,Hospital Name,,Hospital Address,City,Effective,
BI/PAT/D D 02,D D Mandal Hospital Pvt Ltd,,"Aims To Digha , Rupaspur Nahar Road, Pillar",Patna,17-May-23,
UT/ALL/SURA02,Surabhi Hospital,,"776, Gaughat, Mutthiganj",Allahabad,17-May-23,
UT/LUC/NOVA01,Nova Hospital,,Jai Nigam Road Balaganj Chauraha,Lucknow,17-May-23,
UT/MIR/ASHI01,Ashirwad Hospital And Research,,"Bihasara Bazar, Mirzapur",Mirzapur,12-Jun-23,
UT/LUC/K V 01,K V Hospital,,"Near Mayavati More, Near Bardhwan College,",Lucknow,12-Jun-23,
UT/KAN/MAA,Maa Pitambara Hospital,,Ahrauli Check Post Kanpur Dehat,Kanpur,12-Jun-23,
MA/THA/TANW01,Tanwar Hospital,,Tanwar Tower Queen Park P K Road Mira Road,Mumbai,20-Jun-23,
TE/MAL/SRI 13,Sri Dharani Multi Speciality Hospital,,"3-43/B Nagaram X Road, Medchal Dist,",Hyderabad,20-Jun-23,
UT/KAN/GALA2353,Galaxy Hospital,,"3531, Awas Vikas Phase-3, Near Shiv Mandir,",Kanpur,20-Jun-23,
UT/MUZ/DIVY01,Divya Paramedical College And,,"Delhi-Saharanpur Road, Jalalabad, Shamli",Muzaffarnagar,17-Jul-23,
PU/PAT/GEMI01,Gemini Heart Care Hospital,,"Khasra No-4, National Highway, 22 Opp,",Chandigarh,17-Jul-23,
PU/RUP/SGTB01,SGTB Multispeciality Hospital,,Anandpur Sahib ( Near Civil Hospital ),Anandpur Sahib,17-Jul-23,
HI/SOL/AAKA02,Akash Hospital & Diagnostics,,"opposite Radha swami satsang bhawan, pinjore",Nalagarh,17-Jul-23,
RA/JAI/IMPE10680,Imperial Hospital & Research,,"Shashtri Nagar, Jaipur",Jaipur,7-Aug-23,
HA/GUR/OM,Om Multispecilaity Hospital,,Main Maruti Kunj Road Near Dps School Maruti,Gurugram,7-Aug-23,
M23872,,,Kunj,,,
MA/THA/SHRA2257,Shram Safalya Hospital,,"Shailyamallikarjun Ground Floor Near Nilam,",Thane,1-Oct-23,
KA/BAN/DR. 11,Dr. Ashwathaiah Poly Clinic,,"Ashwini Krupa , Railway Station Road Kadugodi",Bangalore,1-Oct-23,
RA/TAP/CITY20686,City Hospital & Trauma Centre,,"4R6H+Rj6, Alwar Bypass Road, Alwar - Bhiwadi",Bhiwadi,1-Oct-23,
RA/ALW/GLOB03,Global Hospital,,"Neemrana, Alwar, Rajasthan",Alwar,1-Oct-23,
RA/ALW/SANS02,Sanskar Hospital,,"Kaharani, Bhiwadi Phase Trithiya, Rajasthan",Bhiwadi,1-Oct-23,
HA/JIN/HEAR01,Heart Care Multi Specialty Hospital,,Near Kundan Cinema Krishna Colony Jind,Jind,1-Nov-23,
BI/PAT/RAKS01,Rakshita Trauma Hospital Pvt Ltd,,"H5QF+63Q, Bhoothnath Road, Kriti Nagar,",Patna,1-Nov-23,
HA/FAR/SHIV05,Shivmani Hospital,,"5E/9, B.P., Behind Obc Bank, Near Neelam",Faridabad,1-Nov-23,
HA/FAR/MADH02,Madhav Hospital ( A Unit Of,V.K,5 E / 16 Nit 5 Near Surya Ortho Hospital,Faridabad,1-Nov-23,
HA/REW/JANV02,Janvi Hospital,,"Kuthli Mode, Opp. Sanjay Garden, Rewari",Rewari,1-Dec-23,
RA/ALW/MANV01,Manvi Hospital,,Plot No. 101 Bibirani Gunsar Mod Teh. Kotkasim,Alwar,1-Dec-23,
HA/REW/GOOD01,Good Health Care Hospital,,"Opp. R.B.L. School , Near Indian Gas Goodem ,",Rewari,1-Dec-23,
HA/GUR/VIJA01,Vijay Hospital,,Surya Vihar Near Surya Vihar City Bus Stop,Gurugram,1-Dec-23,
BI/BEG/SAHA03,Sahaj Sanjeevani Hospital,,"East Of Mahila College ,Dak Banglow Chowk",Begusarai,1-Dec-23,
BI/BEG/PANA02,Panacea Hospital,,"Near Gyan Bharti School, N.H-31, Begusarai",Begusarai,1-Dec-23,
HA/KUR/SIDH01,Sidharth Hospital,,"Ladwa Road Near Grain Market, Kurukshetra",Kurukshetra,1-Dec-23,
MA/GWA/SARW01,Sarwa Dharam Hospital,,Ward No. 61 Kheriya Modi Chitora Road,Gwalior,1-Jan-24,
MA/JAB/KOTH01 &,Kothari hospital,,"Madan mahal station road, gate no. 4, wright",Jabalpur,1-Jan-24,
MA/JAB/KOTH02,,,town,,,
MA/IND/SHRE9889,Shree siddharth hospital,,"35-35, siddharth nagar gommatgiri, hatod road",Indore,1-Jan-24,
HA/KAI/MADA02,Madad Hospital,,"Karnal Road Opp. Hanuman Vatika , Kaithal",Kaithal,1-Jan-24,
GU/SUR/SHIV2375,Shivaay Hospital,,"55Y, 56 X, 56Y, 3Rd Floor, Gruham Empire, Nr",Surat,1-Jan-24,
DE/SOU/AGAR01,Agarwal Medical Centre,,"E-234,Greater Kailash Part-I,New Delhi",New Delhi,1-Jan-24,
MA/SAT/SHRI02,Shriram Hospital,,A/P. Shivnagar,Satara,1-Jan-24,
KA/BAN/SITA02,Sita Bhateja Speciality Hospital,,"No-8 And 9, O Shaughnessy Road, Langford",Bangalore,1-Jan-24,
MA/PUN/BIDA02,Bidaye Hospitals Private Limited,,"272/2,Sadashiv Peth, Pune, Mh 411030, Sharad",Pune,1-Jan-24,
HI/SHI/INDU10528,Indus Hospital (Shimla),,"Indus Drive, Mount Jakhoo Shimla",Shimla,1-Jan-24,
Hospital Code,Hospital Name,Hospital Address,City,State,,
MA/NAS/SAI 10573,Sai Hospital,"Sai Hospital,Crown Complex, Opp. Rajiv Gandhi",Nashik,Maharashtra,,
RA/JAI/RUDR01,Rudransh Hospital,Amarapali Marg Paschim Panchyawala Jaipur,Jaipur,Rajasthan,,
UT/LUC/CHAR1349,Charak Hospital And Research,"Near Safed Masjid, Dubagga, Hardoi Road",Lucknow,Uttar Pradesh,,
BI/MAD/VINI01,Vinit Nursing Home,"Purnia Gola Chock, B.P. Mandal Path Main",Madhepura,Bihar,,
BI/GAY/KAUS01,Kaushalya Nursing Home,"G.B. Road, Near Murarpur Chawk",Gaya,Bihar,,
BI/HAJ/KUNA01,Kunal Hospital,Samastipur Road P.O. Mahua Dist Vaishali,Vaishali,Bihar,,
BI/PAT/ABHI01,Abhinandan Hospital,"O/60, Doctors Colony, Kankarbag",Patna,Bihar,,
HA/GUR/SRS 02,Srs Hospital,Near Nirankar College Nuh Road Sohna,Gurugram,Haryana,,
HA/REW/SHRE201,Shree Ram Multispciality Hospital,"Narnaul Road, Gopal Dev Chowk Rewari",Rewari,Haryana,,
HA/MAH/MANT01,Manthan Hospital,"Main Naichana Road Opp-Tciexpress, Near",Mahendergarh,Haryana,,
HA/MEW/NEW 02,New Wadhwa Nursing Home,Delhi Road Ferozepur Jhirka,Mewat,Haryana,,
HA/REW/SURE02,Surendera Maternity And Trauma,Main Rewari Bawal Road .Opp- Secotr 2 Bawal,Rewari,Haryana,,
HA/MEW/AARI01,Dr. Aarif Hospital,"Vajir Ka Bas, Mannaka, Alwar, Teh",Mewat,Haryana,,
HA/GUR/AARV02,Aarvy Hospital,"530/18, Civil Lines, Opp. Nehru Stadium",Gurugram,Haryana,,
UT/LUC/RADI17678,Radius Joint Surgery Hospital,"Nh 2/2 Vishesh Khand-2, Gomti Nagar",Lucknow,Uttar Pradesh,,
TE/KHA/DR. 01,Dr. J R Prasad'S Hospital,Nehru Nagar Khammam,Khammam,Telangana,,
HA/REW/SIDD02,Siddhi Hospital ICU and Trauma,"Dharuhera - Bhiwadi Road, Near Axis Bank,",Rewari,Haryana,,
MA/GWA/LEEL01,Leela Multispeciality Hospital,"Near Raje Palace Gole Ka Mandir, Gwalior,",Gwalior,Madhya Pradesh,,
MA/RAT/HAMI01 &,Hamidia Multicare Hospital,"1st Floor, Tajul Masjid Ke Samne, Hamidia",Bhopal,Madhya Pradesh,,
MA/RAT/HAMI02,,"Road, Bhopal, Madhya Pradesh",,,,
HA/REW/MAA 05,Maa Bhagwati Devi Hospital,"Gali No. 5, Gulabi Bagh, Rewari",Rewari,Haryana,,
UT/ALL/CHAU01,Chaudhary Health Care Centre,"Medical Chauraha (Meja Wali Road), Koraon,",Allahabad,Uttar Pradesh,,
UT/GOR/KMC 01,Kmc Digital Hospital A Unit Of,"Mahuawa ,Farenda Road, Maharajganj, Uttar",Gorakhpur,Uttar Pradesh,,
BI/PAT/G B 02,G B Hospital,"Pillar No. 73, Behind Mangal Market, Raja",Patna,Bihar,,
MA/PUN/SAI 19283,Sai Hospital,"Chakan Talegaon Road ,Mahalunge, Near",Pune,Maharashtra,,
UT/NAI/KALY01,Kalyan Hospital,"Mukhani Chauraha, Kaladhungi Road Haldwani",Haldwani,Uttarakhand,,
MA/THA/OM,Om Multispeciality Hospital,Sakar Tower Bldg No. 023 Ground Floor 100Ft,Thane,Maharashtra,,
M23366,,Road Near Saket College Katemanivali Kalyan,,,,
UT/ALL/ANGE02,Angel Care Hospital,"Katra Chauraha, Road, Ubhari, Prayagraj, Uttar",Allahabad,Uttar Pradesh,,
HA/FAT/SHAL01 &,Shalini Surgical And Maternity,"Medical Enclave , Chandigarh Road , Tohana",Tohana,Haryana,,
HA/FAT/SHAL02,Hospital,,,,,
KA/BAN/VIDH01,Vidhyashekhar Shushruti Hospital,"# 63/2,Andrahalli Main Road",Bangalore,Karnataka,,
MA/CHH/SHRI04 &,Shri Bharat Hospital,"118/1, Khatipura Main Road, Shyam Nagar Main",Indore,Madhya Pradesh,,
MA/CHH/SHRI03,,Road,,,,
MA/GWA/SBM 01 &,Sbm Hospital,"1St Floor, Tajul Masjid Ke Samne, Hamidia",Gwalior,Madhya Pradesh,,
MA/GWA/S.B.01,,"Road, Bhopal, Madhya Pradesh",,,,
MA/BAR/CITY1308,City Hospital,"Station Road, Barnagar, Ujjain",Ujjain,Madhya Pradesh,,
MA/SIN/R.K.01,Rkdm Sanjeevani Hospital,"Near Hanuman Mandir, Kanal, Po- Bargawan,",Singrauli,Madhya Pradesh,,
PU/PAT/BANS07 &,Bansal Child Care,"9, Jagdish Marg",Patiala,Punjab,,
PU/PAT/BANS02,,,,,,
UT/GAU/SG H01,Sg Hospital,18-A Noida Dadri Road Tilapta Karanwas,Gautam Buddha,Uttar Pradesh,,
UT/SIT/MEDI01,Medicity Hospital,Sanjay Nagar Sitapur Uttar Pradesh,Sitapur,Uttar Pradesh,,
MA/RAT/NAGI01&,Naginadevi Multispeciality Hospital,101 Tai Bai Plaza Next To Nageshwar Mahadev,Thane,Maharashtra,,
MA/THA/NAGI01,,"Mandir, Chinchpada Road",,,,
AN/ANA/SVR 01,Svr Multispeciality Hospital,"#1-238-5,A.P.Grameena Bank Road,",Anantapur,Andhra Pradesh,,
MA/THA/ASHI20,Ashirwad Hospital,"Manpada Aai Ashirwad Building, Umbarli Gaon",Dombivli,Maharashtra,,
Hospital Code,Hospital Name,Hospital Address,City,State,,
DE/NOR/KESA02 /,Kesar Hospital,Sultanpuri F Block,North West,Delhi,,
DE/NOR/KESA03,,,,,,
UT/GAU/KASH04,Kashvi Multi Speciality Center,"Plot No. 5, Itehda, Near Ek Murti Chauraha,",Dadri,Uttar Pradesh,,
MA/NAR/HEAL01,Healthcare Hospital Diagnostic,"Mhow-Neemuch Road, Near Saini Sweet",Mhow,Madhya Pradesh,,
HI/SHI/TARA01,Tara Hospital,"Pd Complex The Ridge Shimla 3Rd Floor, Up-",Shimla,Himachal Pradesh,,
PU/SAH/RADI01,Radiance Hospital,Opp Jtpl City Sec-127 Kharar Landran Road,Sahibzada,Punjab,,
HA/MAH/JAIP03,Jaipur Heart And General Hospital,"Opp. Police Station, New Mandi Road, Narnaul,",Mahendergarh,Haryana,,
MA/GWA/AMRI02,Amrit Hospital,Adrash Colony Gole Ka Mandir,Gwalior,Madhya Pradesh,,
MA/THA/SADG06,Sadguru Multispeciality Hospital,Deepak ;Castle Building A- 103/104 First Floor,Thane,Maharashtra,,
MA/GWA/SHIV2205,Shivay Multispeciality Hospital,Near St Paul Scholl Bhagwati Plaza River View,Gwalior,Madhya Pradesh,,
KA/BAN/SHRI15,Shri Sadguru Multispeciality,"No. 753/3/1, Venkatala, Yelahanka Hobli, Ward",Bangalore,Karnataka,,
HA/GUR/SHEE173,Sheetla Mata Hospital,H No 56 Near Sahaj Yog Sewa Kendra,Gurugram,Haryana,,
HA/GUR/SHEE173,,,,,,
MA/GWA/GLOB01,Global Speciality Hospital,Behind Hotel Sita Manor Gandhi Road,Gwalior,Madhya Pradesh,,
CH/DUR/HITE01/,Hitek Superspeciality Hospital,"Junwani Road, Near Surya Ti Mall",Durg,Chhattisgarh,,
CH/DUR/HI T02/,,,,,,
CH/DUR/HI T01,,,,,,
MA/GWA/SHUB01,Shubham Superspeciality Hospital,"39, Shriram Colony, Near Madhav Nagar",Gwalior,Madhya Pradesh,,
/MA/CHH/SHUB02,,"Chouraha, Behind Prabha International Hotel",,,,
JH/RAN/MDLM02 &,Mdlm Hospital,"N.H- 33, Ranchi-Ramgarh Road (Behind",Ranchi,Jharkhand,,
JH/RAN/MDLM01,,"Choudhury Petrol Pump), Booty Ranchi -17",,,,
MA/GWA/KALY103,Kalyani Multispeciality Hospital,Near Bhagwati Marriage Garden Chouhan Piyau,Gwalior,Madhya Pradesh,,
MA/GWA/KALY103,,,,,,
MA/CHH/KALY04,,,,,,
CH/RAI/SBH 02 &,Sbh Women Hospital Pvt Ltd,B-5/7 Opp. Vejeeta Complex New Rajendra,Raipur,Chhattisgarh,,
CH/RAI/SBH 01,,"Nagar, Raipur",,,,
WE/HUG/MEDI04 &,Medisky Hospital Diagnostic,"Gobra Station Road, Chanditala, Dankuni,",Hooghly,West Bengal,,
WE/HUG/MEDI01 &,,"Hooghly, Pincode-712702",,,,
WE/HUG/MEDI02,,,,,,
MA/PUN/VIGH2456,Vighnaharta Hospital,"Near Balaji Petrol Pump,Ale Phatha, Tal Junner",Pune,Maharashtra,,
MA/PUN/VIGH01,,,,,,
UT/MEE/KMC,Kmc Hospital And Research,187 Baghpat Road,Meerut,Uttar Pradesh,,
MA/GWA/KALY103,Kalyan Memorial & Kdj Hospital,"Burdani Crossing, Morar, Gwalior",Gwalior,Madhya Pradesh,,
MA/CHH/KALY02,,,,,,
MA/BHO/ROYA04 &,Royal Hospital,"Plot No. 5 Hinotiya Kachhiyan , Ashoka Garden",Bhopal,Madhya Pradesh,,
MA/BHO/ROYA03,,Bhopal M.P.,,,,
UT/LUC/SWAS01,Swastika Hospital,Harikansh Gadi Raebareli Road,Lucknow,Uttar Pradesh,,
GU/SUR/SHIV2375,Shivanjali Multispeciality Hospital,"401,402,Shivanjali Arcade,Nr.Kashibavilla,Dada",Surat,Gujarat,,
GU/SUR/SHIV2374,,Surat,,,,
UT/HAR/NUTU01,Nutuan Ojas Multispeciality,Nh 58 Near Sabzi Mandi Sarai Road Jwalapur,Hardwar,Uttarakhand,,
GU/AHM/KHYA927,Khyati Multispeciality Hospital,"S/N 235/2,Opp Rajpath Club Road S G Highway",Ahmedabad,Gujarat,,
GU/AHM/KHYA927,,,,,,
MA/REW/NATI01 &,National Hospital,"Ward no 15, Saman Tiraha, Above Indian",Rewa,Madhya Pradesh,,
MA/REW/NATI02 &,,Overseas Bank,,,,
MA/REW/NATI03,,,,,,
MA/SHA/MKM 01,Mkm Stone And Urology Hospital,"E-1/88, Arera Colony",Bhopal,Madhya Pradesh,,
MA/SEH/NEW 03,New Devshree Hospital,Main Road Jawar Jod,Sehore,Madhya Pradesh,,
Hospital Code,Hospital Name,Hospital Address,City,State,,
MA/DAM/MISS04,Mission Hospital Damoh,"Church Compound, Rai chauraha",Damoh,Madhya Pradesh,,
/MA/DAM/MISS02,,,,,,
/MA/DAM/MISS03,,,,,,
MA/CHH/NIRV04,Nirvana Superspeciality Hospital,Near Khalsha Chowk Niranjanpur,Indore,Madhya Pradesh,,
/MA/CHH/NIRV02,,,,,,
/MA/CHH/NIRV03,,,,,,
MA/GWA/MORV01,Morvinandan Trauma and,Near Scindia Chauraha Old Railway Line,Gwalior,Madhya Pradesh,,
HA/REW/MEDI10,Medicare Hospital,"Dharuhera - Bhiwani Road, Dharuhera, Rewari,",Rewari,Haryana,,
HA/REW/KAML07,Kamla Devi Memorial Hospital And,"Dso-130, Sector-5, Opp. Bgm Mall, Rewari,",Rewari,Haryana,,
RA/ALW/KING01,Kings Hospital,"9/466, Near S.P. Office Bhiwadi, Parshuram",Bhiwadi,Rajasthan,,
HA/GUR/URVA01,Urvansh Health Care Centre,"Bhangrola Bass Road, Imt Manesar, Gurugram",Manesar,Haryana,,
UT/KAN/NEW 13,New City Hospital,B 58 Gujaini Kanpur Nagar,Kanpur Nagar,Uttar Pradesh,,
RA/ALW/MEDI02,Medicure Hospital,"Karoli Khuskhera Industrial Area, Alwar,",Alwar,Rajasthan,,
RA/ALW/BALA02,Balaji Heart And Liver,Behind Neemrana Police Station Neemran Raj,Alwar,Rajasthan,,
HA/FAR/ALEX01,Alex Hospital And Trauma Centre,"Sohna – Ballabhgarh Road, Near Police Choki,",Faridabad,Haryana,,
RA/GAN/ARYA01,Aryan Hospital,"Near Jain Mandir Palpur Road, Tijara (Tijara-",Ganganagar,Rajasthan,,
UT/LUC/GLOB2193,Global Hospital,"Bharat Gas Agency, Near Aashirvad Lawn, New",Lucknow,Uttar Pradesh,,
HA/MAH/JEEV01,Jeevaamrit Hospital,"Plot No. 4. Naichana Road, Near Royal Garden,",Bawal,Haryana,,
HA/REW/WELL01,Well Multi Speciality Hospital,Near Sarva Haryana Gramin Bank Bolni Rewari,Rewari,Haryana,,
MA/MUM/OPTI2353,Optilife Multispeciality Hospital,"Phonix Arcade Building, S. No. 15, Shivaji",Domvibeli East,Maharashtra,,
HA/HIS/AAST23533,Aastha Nursing Home,"Budana Road , Narnaund , Hisar",Hisar,Haryana,,
RA/JAI/SHRE07,Shree Ram Multispeciality Hospital,"Shrikishanpura, Near Bhoomi Mart, Jagatpura,",Jaipur,Rajasthan,,
HA/GUR/VIRA01,Viraj Hospital,"Near Gaon, Kali Chowk , Jail Rd, Near Bikaner",Gurugram,Haryana,,
HA/BHI/CHUG01,Chugh Hospital,"Circular Road, Meham Gate",Bhiwani,Haryana,,
HA/MAH/SANJ01,Sanjeevni Hospital,"Near Old Bus Stand, Gujarwas Mod, Ateli Mandi,",Mahendergarh,Haryana,,
UT/KAN/NAMA01 &,Namami Hospital,1364 Purani Basti Dhobin Puliya Hameerpur,Kanpur,Uttar Pradesh,,
UT/KAN/NAMA02,,Road,,,,
MA/NAS/SIX 17218,Six Sigma Medicare And Research,"Sadgurus, Nr. Water Tank, Mahatmanagar",Nashik,Maharashtra,,
MA/BHO/UMEE01,Umeed Multi Speciality Hospital,Radha Krishna Colony – Harond – Bhopal,Bhopal,Madhya Pradesh,,
MA/VAS/RIDD01,Riddhi Nursing Home,"Veena Sur Shyam Complex,Next To Vasant",Thane,Maharashtra,,
MA/GWA/SHUB02,Shubham Hospital,14- B Vijaya Nagar Extension,Gwalior,Madhya Pradesh,,
HA/REW/SANJ02,Sanjeevni Hospital,"Near Hdfc Bank, Pachgaon , Gurugram",Gurugram,Haryana,,
WE/KOL/HORI02,Horizon Life Line Pvt. Ltd.,"P -34, Nanigopal Roychowdhury Avenue (Cit",Kolkata,West Bengal,,
HA/SON/B M 01,B M Hospital,Rohtak Road Near Bus Stand Gohana Sonipat,Sonipat,Haryana,,
HA/FAR/DR,Dr Shobhnath Yadav Memorial,"Plot No.1 Bp, Nh-1, Near Bata Flyover, Nit",Faridabad,Haryana,,
S14583,Hospital,,,,,
RA/ALW/CHAR01,Charak Ayurveda Chikitsalaya,"Bawal Road, Near Hanuman Mandir,",Alwar,Rajasthan,,
DE/NOR/PREM02,Prem Hospital,"Meer Vihar, Main Mubarak Pur Road, (In Front",New Delhi,Delhi,,
DE/WES/VASU01,Vasunandan Care Hospital,"B-30 A, Kiran Garden, Matiala Road, Pillar No.-",New Delhi,Delhi,,
HA/PAN/MULT01,Multispeciality Jeewan Jyoti,"Gohana Road, Near Kishanpura Police Chowki,",Panipat,Haryana,,
MA/BHO/BHOP11,Bhopal Multispeciality Hospital,"1,7, Indra Vihar Colony, Airport Road",Bhopal,Madhya Pradesh,,
/MA/BHO/BHOP07,,,,,,
RA/ALW/SAHI02,Sahil Nursing Home,"Bhiwadi Road ,Chopanki, Tizara Alwar Raj",Alwar,Rajasthan,,
/RA/ALW/SAHI01,,,,,,
Hospital Code,Hospital Name,Hospital Address,City,State,,
RA/DHA/SHRE01,Shree Shyam Multispeciality,"G.T. Road, Jirauli Phatak Dholpur",Dhaulpur,Rajasthan,,
MA/CHH/MEDI03,Medista Hospital Unit Of,"52/A Udhyog Nagar, Ring Road, Mushkhedi",Indore,Madhya Pradesh,,
HA/JHA/MEER01,Meeraj Multispeciality Hospital,"145/B, Near Mokhra Mor (Main Road), Bahu",Jhajjar,Haryana,,
MA/AKO/WANK03,Wankhade Hospital Orthopaedic,Anant Nagar Old Balapur Naka Akola,Akola,Maharashtra,,
HA/GUR/GALA02,Galaxy One Hospital,"New Palam Vihar, Gurugram",Gurugram,Haryana,,
MA/RAI/AROG1412,Arogya Multi-Speciality Hospital,"Sky Line Residency, Plot No. A-101. 1St Floor ,",Raigarh,Maharashtra,,
MA/THA/RKM 01,Rkm Ayurveda Hospital,"Tomeena Height, Ground Flood, Evershine-",Thane,Maharashtra,,
MA/AHM/MEDI04,Medistar Multispeciality Hospital,"Vedant Nagar , Nagar Manmad Road, Premdan",Ahmadnagar,Maharashtra,,
MA/AHM/NATH01,Nath Hospital,"Pimpalgaon Malvi, Tal-Nagar, Dis.-Ahmednagar-",Ahmadnagar,Maharashtra,,
MA/BID/DRUS01,Drushti Netralay & Tirupati,"Sathe Chowk, Jalna Road Beed, District - Beed",Bid,Maharashtra,,
MA/PUN/SHUB04,Shubhasahree Multispecialty,Main Market Dehuroad Near Railway Station,Pune,Maharashtra,,
MA/PUN/SHRI2390,Shri Sant Tukaram Hospital,"104, Esat Mumbai - Pune Road,Dehuroad, Pune",Pune,Maharashtra,,
MA/BID/SHRI05,Shri Siddhivinayak Netralaya,"Besides Govt Rest House, Nagar Road,",Bid,Maharashtra,,
MA/PUN/MANA01,Manavata Hospital,"Aip-Dawadmala, Birawadi Ambethan Road, Tal",Pune,Maharashtra,,
RA/JAI/JOYO01,Joyous Superspeciality Hospiatl,"B-35, Saket Colony, Khada Basti, Adarsh Nagar",Jaipur,Rajasthan,,
RA/JAI/OM N01,Om Nursing Home Hospital,"Plto No. 18, Guru Colony Opp. Radha Krishan,",Jaipur,Rajasthan,,
HA/FAR/GOLD04,Golden Hospital,"Gali No. 3, Main Market Village Tikawli , Sector -",Faridabad,Haryana,,
UT/ALI/ARUN01,Arun Hospital,"New Iqra Colony Jamalpur Dhorra, Aligarh",Aligarh,Uttar Pradesh,,
UT/LUC/USHA01,Usha Hospital,"E-308, Sector 6, Gomti Nagar Extension,",Lucknow,Uttar Pradesh,,
UT/KAN/MAX 01,Max Hospital,"Gujaini Highway, Kanpur",Kanpur,Uttar Pradesh,,
UT/MAT/ROYA01,Royal Krishna Hospital,Barari Nh2 Highway Mathura,Mathura,Uttar Pradesh,,
UT/ALL/FIRO01,HOSPITAL,"Mirzapur Road, Rampur, Karchhana,",Allahabad,UTTAR PRADESH,,
UT/MAH/JAIG01,Jaigurudev multi speciality hospital,NAGAR,Mathura,Uttar Pradesh,,
UT/MOR/NEW 03,NEW TORRENT NURSING HOME,NH 09 SAMBHAL CHORAHA JOYA AMROHA,MORADABAD,UTTAR PRADESH,,
RA/JAI/VINA05,Vinayak Surgical Centre,"52 Ganesh Nagar -5, Macheda",JAIPUR,RAJASTHAN,,
RA/JAI/JHA 02,JHA HOSPITAL,"HATHOJ BUS STAND, KALWAR ROAD",JAIPUR,RAJASTHAN,,
RA/JAI/JHA 03,,,,,,
HA/GUR/KALY02,Kalyan Healthcare centre,Ashok Vihar PH-3,GURGAON,HARYANA,,
